Ramblers Frontier | Oort Cloud | 0.0.0.0:00000 | This is an offline map,,,,,,,,,
Type,Name,X,Y,Z,Size,Speed,VectorX,VectorY,VectorZ
Asteroid,"Asteroid_-7_-10_-9_8_1211220066",-99723.7066299376,-143873.930665259,-138216.755525578,256,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_5_1680744920",-99380.3345251292,-151080.48461725,-137185.955192351,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_4_1789665444",-99552.1313032606,-151489.359874382,-137130.765396192,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_3_844639700",-99456.8024147823,-150736.42884693,-136951.77615597,64,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_2_182211727",-99594.5562602347,-151144.684269717,-136832.262452901,128,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_15_368488152",-102353.555165272,-148632.819515778,-125406.945810543,512,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_0_1109340132",-104370.129942859,-151185.65331299,-130154.997599652,128,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_1_2080074897",-101001.271866624,-144640.260386111,-132255.00327976,256,0,0,0,0
Asteroid,"Asteroid_-7_-10_-9_10_517247236",-104574.042684617,-152512.692481489,-135527.99347656,256,0,0,0,0
Asteroid,"Asteroid_-8_-10_-9_2_1984873412",-113520.296276982,-151377.276347556,-126951.32071637,128,0,0,0,0
Asteroid,"Asteroid_-8_-10_-9_21_2029853524",-114658.308866487,-146953.524831538,-137056.587739396,512,0,0,0,0
Asteroid,"Asteroid_-8_-10_-9_20_422584214",-109748.059821214,-150421.290177775,-135446.266689432,256,0,0,0,0
Asteroid,"Asteroid_-8_-10_-9_23_860322384",-115013.989424383,-146318.274579474,-130558.029460671,128,0,0,0,0
Asteroid,"Asteroid_-8_-10_-9_22_977923312",-117313.683734689,-146585.13737781,-132921.605964571,512,0,0,0,0
Asteroid,"Asteroid_-8_-10_-9_15_829671793",-110134.86455362,-144863.348985565,-129084.839477508,64,0,0,0,0
Asteroid,"Asteroid_-8_-10_-9_14_621653181",-110176.705296325,-144590.487251378,-127215.15994417,512,0,0,0,0
Asteroid,"Asteroid_-8_-10_-9_17_1352742288",-114203.097473152,-145585.906977504,-131039.040311498,64,0,0,0,0
Asteroid,"Asteroid_-7_-12_-9_3_1505060554",-94054.1752170816,-172436.05051775,-132055.198048573,256,0,0,0,0
Asteroid,"Asteroid_-7_-12_-9_1_937471805",-104931.040852296,-173012.71553419,-127564.804503238,256,0,0,0,0
Asteroid,"Asteroid_-7_-12_-9_5_1297151003",-97465.4215970919,-175263.085172251,-134948.953087229,256,0,0,0,0
Asteroid,"Asteroid_-7_-12_-9_13_1857368776",-102228.533254547,-172294.812507755,-127120.180202077,256,0,0,0,0
Asteroid,"Asteroid_-7_-12_-9_12_24816362",-102411.644813068,-170713.972980365,-131378.644306806,512,0,0,0,0
Asteroid,"Asteroid_-7_-12_-9_4_1825918220",-104123.038043351,-173844.045935524,-134770.962622458,128,0,0,0,0
Asteroid,"Asteroid_-7_-12_-9_2_1840425280",-106368.687349737,-170554.0141671,-136249.118426827,128,0,0,0,0
Asteroid,"Asteroid_-7_-12_-9_0_1801663730",-106722.267600642,-177807.123574085,-124334.827316008,128,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_12_146053083",-116334.213979537,-178429.347325445,-131164.047451065,256,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_6_575894012",-112098.181195963,-175996.433007658,-127781.025608916,128,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_7_321318415",-112188.70760563,-170480.486978765,-137999.00314463,256,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_3_1702961886",-109453.397040791,-174521.2351906,-135470.544653557,512,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_11_252309339",-115085.080407328,-179324.162193835,-136610.353496273,512,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_8_1349087010",-118802.385369789,-178051.69231457,-135708.617122427,128,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_9_887164563",-118896.787145191,-173661.147417351,-130478.574697698,512,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_14_1299028238",-120175.950911218,-176529.560377311,-134545.434714984,512,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_5_947462917",-119968.178181724,-173886.388258367,-132054.193390352,128,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_10_1530255410",-122680.278972534,-169622.41928799,-132684.000204363,128,0,0,0,0
Asteroid,"Asteroid_-8_-12_-9_0_1553542347",-120719.624440621,-171273.969162111,-130162.904394204,128,0,0,0,0
Asteroid,"Asteroid_-6_-12_-9_3_1812045716",-91715.7594960054,-175712.809271145,-132580.85039066,256,0,0,0,0
Asteroid,"Asteroid_-6_-12_-9_1_1066494963",-91962.3824924505,-170230.634011862,-127410.628124917,128,0,0,0,0
Asteroid,"Asteroid_-6_-12_-10_7_1867345035",-90044.8337273301,-177199.406774069,-139584.04813543,512,0,0,0,0
Asteroid,"Asteroid_-7_-12_-8_10_860995613",-104817.332492048,-178630.179027294,-122826.956399419,256,0,0,0,0
Asteroid,"Asteroid_-8_-12_-8_6_1986621724",-109965.788649824,-172283.63144232,-120490.373741903,64,0,0,0,0
Asteroid,"Asteroid_-8_-12_-8_8_975220919",-114979.920291563,-169116.203319623,-121167.252405324,128,0,0,0,0
Asteroid,"Asteroid_-8_-12_-8_1_957499334",-110485.848899792,-170436.900577281,-117781.991455089,256,0,0,0,0
Asteroid,"Asteroid_-8_-12_-8_5_420744287",-109604.81062727,-172389.078257676,-121729.492344072,64,0,0,0,0
Asteroid,"Asteroid_-8_-12_-8_4_1072984604",-109847.039151799,-172249.391113383,-121123.754249233,256,0,0,0,0
Asteroid,"Asteroid_-7_-12_-10_7_2027485748",-107216.995159962,-174428.214327975,-144583.739072419,256,0,0,0,0
Asteroid,"Asteroid_-7_-12_-10_4_1273149484",-103609.586732474,-170781.257822885,-147155.906704288,256,0,0,0,0
Asteroid,"Asteroid_-7_-12_-10_10_570008483",-101007.447667906,-169324.571872884,-142285.119820097,256,0,0,0,0
Asteroid,"Asteroid_-7_-12_-10_0_1789044705",-98592.3845211449,-175189.326663057,-147860.594448278,128,0,0,0,0
Asteroid,"Asteroid_-7_-12_-10_6_272611194",-104780.667717613,-181803.647968554,-141138.66387407,512,0,0,0,0
Asteroid,"Asteroid_-7_-12_-10_5_312678367",-97148.3152403235,-170348.195948295,-152239.939659441,256,0,0,0,0
Asteroid,"Asteroid_-7_-12_-10_1_844027995",-96455.8680754669,-170899.517338227,-151183.3084758,128,0,0,0,0
Asteroid,"Asteroid_-8_-12_-10_9_108069642",-121589.632498307,-170607.278205833,-139069.906015,64,0,0,0,0
Asteroid,"Asteroid_-8_-12_-10_7_84089409",-121640.94389715,-170020.118250864,-139099.634582445,128,0,0,0,0
Asteroid,"Asteroid_-8_-12_-10_5_1626087299",-107918.878084718,-181359.665430246,-142989.029724369,64,0,0,0,0
Asteroid,"Asteroid_-8_-12_-10_10_341414683",-121996.439970372,-169655.288437077,-139044.892963742,64,0,0,0,0
Asteroid,"Asteroid_-8_-12_-10_8_1351238431",-122027.454373029,-169535.757221214,-139040.337695662,64,0,0,0,0
Asteroid,"Asteroid_-8_-12_-10_6_827947549",-121103.871112475,-172671.640286746,-138706.822049359,512,0,0,0,0
